"","trial","outcome_condition","rt","chose_risky","key_pressed","reward","color","session","total_earned","participant","risk_first_to_mind","total_risk","judged_percent","block","last_risk","condition","experiment"
"2016",36,"first_win","510",FALSE,"right",0.5,"1","first_time",0.4,"ct19",2.5,0.621052631578947,2.25,2,0,"Control","Control"
"2017",37,"first_win","485",FALSE,"right",0.5,"1","first_time",0.4125,"ct19",2.5,0.621052631578947,2.25,2,0,"Control","Control"
"2018",38,"first_win","366",FALSE,"right",0.5,"1","first_time",0.425,"ct19",2.5,0.621052631578947,2.25,2,0,"Control","Control"
"2019",39,"first_win","319",FALSE,"right",0.5,"1","first_time",0.4375,"ct19",2.5,0.621052631578947,2.25,2,0,"Control","Control"
"2020",40,"first_win","437",TRUE,"left",0,"2","first_time",0.4375,"ct19",2.5,0.621052631578947,2.25,2,0,"Control","Control"
"2021",41,"first_win","358",TRUE,"left",1,"2","first_time",0.4625,"ct19",2.5,0.621052631578947,2.25,3,0,"Control","Control"
"2022",42,"first_win","944",TRUE,"left",1,"2","first_time",0.4875,"ct19",2.5,0.621052631578947,2.25,3,1,"Control","Control"
"2023",43,"first_win","502",TRUE,"left",0,"2","first_time",0.4875,"ct19",2.5,0.621052631578947,2.25,3,1,"Control","Control"
"2024",44,"first_win","311",TRUE,"left",1,"2","first_time",0.5125,"ct19",2.5,0.621052631578947,2.25,3,0,"Control","Control"
"2025",45,"first_win","532",TRUE,"left",1,"2","first_time",0.5375,"ct19",2.5,0.621052631578947,2.25,3,1,"Control","Control"
"2026",46,"first_win","598",TRUE,"left",1,"2","first_time",0.5625,"ct19",2.5,0.621052631578947,2.25,3,1,"Control","Control"
"2027",47,"first_win","269",TRUE,"left",0,"2","first_time",0.5625,"ct19",2.5,0.621052631578947,2.25,3,1,"Control","Control"
"2028",48,"first_win","0",TRUE,"left",0,"2","first_time",0.5625,"ct19",2.5,0.621052631578947,2.25,3,0,"Control","Control"
"2029",49,"first_win","345",TRUE,"left",1,"2","first_time",0.5875,"ct19",2.5,0.621052631578947,2.25,3,0,"Control","Control"
"2030",50,"first_win","824",TRUE,"left",0,"2","first_time",0.5875,"ct19",2.5,0.621052631578947,2.25,3,1,"Control","Control"
"2031",51,"first_win","223",TRUE,"left",0,"2","first_time",0.5875,"ct19",2.5,0.621052631578947,2.25,3,0,"Control","Control"
"2032",52,"first_win","528",TRUE,"left",1,"2","first_time",0.6125,"ct19",2.5,0.621052631578947,2.25,3,0,"Control","Control"
"2033",53,"first_win","1422",TRUE,"left",0,"2","first_time",0.6125,"ct19",2.5,0.621052631578947,2.25,3,1,"Control","Control"
"2034",54,"first_win","397",TRUE,"left",1,"2","first_time",0.6375,"ct19",2.5,0.621052631578947,2.25,3,0,"Control","Control"
"2035",55,"first_win","674",TRUE,"left",0,"2","first_time",0.6375,"ct19",2.5,0.621052631578947,2.25,3,1,"Control","Control"
"2036",56,"first_win","346",TRUE,"left",0,"2","first_time",0.6375,"ct19",2.5,0.621052631578947,2.25,3,0,"Control","Control"
"2037",57,"first_win","251",TRUE,"left",1,"2","first_time",0.6625,"ct19",2.5,0.621052631578947,2.25,3,0,"Control","Control"
"2038",58,"first_win","596",TRUE,"left",1,"2","first_time",0.6875,"ct19",2.5,0.621052631578947,2.25,3,1,"Control","Control"
"2039",59,"first_win","599",TRUE,"left",1,"2","first_time",0.7125,"ct19",2.5,0.621052631578947,2.25,3,1,"Control","Control"
"2040",60,"first_win","240",TRUE,"left",0,"2","first_time",0.7125,"ct19",2.5,0.621052631578947,2.25,3,1,"Control","Control"
"2041",61,"first_win","1105",TRUE,"left",0,"2","first_time",0.7125,"ct19",2.5,0.621052631578947,2.25,4,0,"Control","Control"
"2042",62,"first_win","-1",NA,NA,-1,NA,"first_time",0.7125,"ct19",2.5,0.621052631578947,2.25,4,0,"Control","Control"
"2043",63,"first_win","333",TRUE,"left",1,"2","first_time",0.7375,"ct19",2.5,0.621052631578947,2.25,4,0,"Control","Control"
"2044",64,"first_win","183",TRUE,"left",0,"2","first_time",0.7375,"ct19",2.5,0.621052631578947,2.25,4,1,"Control","Control"
"2045",65,"first_win","1932",TRUE,"left",0,"2","first_time",0.7375,"ct19",2.5,0.621052631578947,2.25,4,0,"Control","Control"
"2046",66,"first_win","265",TRUE,"left",1,"2","first_time",0.7625,"ct19",2.5,0.621052631578947,2.25,4,0,"Control","Control"
"2047",67,"first_win","3585",TRUE,"left",0,"2","first_time",0.7625,"ct19",2.5,0.621052631578947,2.25,4,1,"Control","Control"
"2048",68,"first_win","3666",TRUE,"left",1,"2","first_time",0.7875,"ct19",2.5,0.621052631578947,2.25,4,0,"Control","Control"
"2049",69,"first_win","2946",TRUE,"left",0,"2","first_time",0.7875,"ct19",2.5,0.621052631578947,2.25,4,1,"Control","Control"
"2050",70,"first_win","2128",TRUE,"left",1,"2","first_time",0.8125,"ct19",2.5,0.621052631578947,2.25,4,0,"Control","Control"
"2051",71,"first_win","922",TRUE,"left",0,"2","first_time",0.8125,"ct19",2.5,0.621052631578947,2.25,4,1,"Control","Control"
"2052",72,"first_win","474",TRUE,"left",0,"2","first_time",0.8125,"ct19",2.5,0.621052631578947,2.25,4,0,"Control","Control"
"2053",73,"first_win","564",TRUE,"left",1,"2","first_time",0.8375,"ct19",2.5,0.621052631578947,2.25,4,0,"Control","Control"
"2054",74,"first_win","390",FALSE,"right",0.5,"1","first_time",0.85,"ct19",2.5,0.621052631578947,2.25,4,1,"Control","Control"
"2055",75,"first_win","1084",TRUE,"left",1,"2","first_time",0.875,"ct19",2.5,0.621052631578947,2.25,4,1,"Control","Control"
"2056",76,"first_win","730",FALSE,"right",0.5,"1","first_time",0.8875,"ct19",2.5,0.621052631578947,2.25,4,1,"Control","Control"
"2057",77,"first_win","776",TRUE,"left",0,"2","first_time",0.8875,"ct19",2.5,0.621052631578947,2.25,4,1,"Control","Control"
"2058",78,"first_win","345",TRUE,"left",1,"2","first_time",0.9125,"ct19",2.5,0.621052631578947,2.25,4,0,"Control","Control"
"2059",79,"first_win","378",FALSE,"right",0.5,"1","first_time",0.925,"ct19",2.5,0.621052631578947,2.25,4,1,"Control","Control"
"2060",80,"first_win","257",TRUE,"left",0,"2","first_time",0.925,"ct19",2.5,0.621052631578947,2.25,4,1,"Control","Control"
"2061",81,"first_win","235",TRUE,"left",0,"2","first_time",0.925,"ct19",2.5,0.621052631578947,2.25,5,0,"Control","Control"
"2062",82,"first_win","356",TRUE,"left",0,"2","first_time",0.925,"ct19",2.5,0.621052631578947,2.25,5,0,"Control","Control"
"2063",83,"first_win","414",TRUE,"left",1,"2","first_time",0.95,"ct19",2.5,0.621052631578947,2.25,5,0,"Control","Control"
"2064",84,"first_win","380",FALSE,"right",0.5,"1","first_time",0.9625,"ct19",2.5,0.621052631578947,2.25,5,1,"Control","Control"
"2065",85,"first_win","429",TRUE,"left",1,"2","first_time",0.9875,"ct19",2.5,0.621052631578947,2.25,5,1,"Control","Control"
"2066",86,"first_win","690",TRUE,"left",1,"2","first_time",1.0125,"ct19",2.5,0.621052631578947,2.25,5,1,"Control","Control"
"2067",87,"first_win","652",TRUE,"left",1,"2","first_time",1.0375,"ct19",2.5,0.621052631578947,2.25,5,1,"Control","Control"
"2068",88,"first_win","534",TRUE,"left",1,"2","first_time",1.0625,"ct19",2.5,0.621052631578947,2.25,5,1,"Control","Control"
"2069",89,"first_win","244",TRUE,"left",0,"2","first_time",1.0625,"ct19",2.5,0.621052631578947,2.25,5,1,"Control","Control"
"2070",90,"first_win","333",TRUE,"left",0,"2","first_time",1.0625,"ct19",2.5,0.621052631578947,2.25,5,0,"Control","Control"
"2071",91,"first_win","197",TRUE,"left",0,"2","first_time",1.0625,"ct19",2.5,0.621052631578947,2.25,5,0,"Control","Control"
"2072",92,"first_win","223",TRUE,"left",1,"2","first_time",1.0875,"ct19",2.5,0.621052631578947,2.25,5,0,"Control","Control"
"2073",93,"first_win","461",TRUE,"left",0,"2","first_time",1.0875,"ct19",2.5,0.621052631578947,2.25,5,1,"Control","Control"
"2074",94,"first_win","327",TRUE,"left",1,"2","first_time",1.1125,"ct19",2.5,0.621052631578947,2.25,5,0,"Control","Control"
"2075",95,"first_win","773",TRUE,"left",1,"2","first_time",1.1375,"ct19",2.5,0.621052631578947,2.25,5,1,"Control","Control"
"2076",96,"first_win","547",TRUE,"left",1,"2","first_time",1.1625,"ct19",2.5,0.621052631578947,2.25,5,1,"Control","Control"
"2077",97,"first_win","346",TRUE,"left",1,"2","first_time",1.1875,"ct19",2.5,0.621052631578947,2.25,5,1,"Control","Control"
"2078",98,"first_win","522",FALSE,"right",0.5,"1","first_time",1.2,"ct19",2.5,0.621052631578947,2.25,5,1,"Control","Control"
"2079",99,"first_win","258",TRUE,"left",0,"2","first_time",1.2,"ct19",2.5,0.621052631578947,2.25,5,1,"Control","Control"
"2080",100,"first_win","186",TRUE,"left",1,"2","first_time",1.225,"ct19",2.5,0.621052631578947,2.25,5,0,"Control","Control"
"2091",1,"second_win","2160",TRUE,"left",0,"1","first_time",0,"ct20",0,0.17,40,1,NA,"Control","Control"
"2092",2,"second_win","1396",FALSE,"right",0.5,"2","first_time",0.0125,"ct20",0,0.17,40,1,0,"Control","Control"
"2093",3,"second_win","1223",FALSE,"right",0.5,"2","first_time",0.025,"ct20",0,0.17,40,1,0,"Control","Control"
"2094",4,"second_win","863",FALSE,"right",0.5,"2","first_time",0.0375,"ct20",0,0.17,40,1,0,"Control","Control"
"2095",5,"second_win","611",FALSE,"right",0.5,"2","first_time",0.05,"ct20",0,0.17,40,1,0,"Control","Control"
"2096",6,"second_win","519",FALSE,"right",0.5,"2","first_time",0.0625,"ct20",0,0.17,40,1,0,"Control","Control"
"2097",7,"second_win","524",FALSE,"right",0.5,"2","first_time",0.075,"ct20",0,0.17,40,1,0,"Control","Control"
"2098",8,"second_win","750",TRUE,"left",1,"1","first_time",0.1,"ct20",0,0.17,40,1,0,"Control","Control"
"2099",9,"second_win","1731",TRUE,"left",0,"1","first_time",0.1,"ct20",0,0.17,40,1,1,"Control","Control"
"2100",10,"second_win","615",FALSE,"right",0.5,"2","first_time",0.1125,"ct20",0,0.17,40,1,0,"Control","Control"
"2101",11,"second_win","635",TRUE,"left",1,"1","first_time",0.1375,"ct20",0,0.17,40,1,0,"Control","Control"
"2102",12,"second_win","335",FALSE,"right",0.5,"2","first_time",0.15,"ct20",0,0.17,40,1,1,"Control","Control"
"2103",13,"second_win","804",FALSE,"right",0.5,"2","first_time",0.1625,"ct20",0,0.17,40,1,1,"Control","Control"
"2104",14,"second_win","503",TRUE,"left",0,"1","first_time",0.1625,"ct20",0,0.17,40,1,1,"Control","Control"
"2105",15,"second_win","426",FALSE,"right",0.5,"2","first_time",0.175,"ct20",0,0.17,40,1,0,"Control","Control"
"2106",16,"second_win","336",FALSE,"right",0.5,"2","first_time",0.1875,"ct20",0,0.17,40,1,0,"Control","Control"
"2107",17,"second_win","597",TRUE,"left",0,"1","first_time",0.1875,"ct20",0,0.17,40,1,0,"Control","Control"
"2108",18,"second_win","504",FALSE,"right",0.5,"2","first_time",0.2,"ct20",0,0.17,40,1,0,"Control","Control"
"2109",19,"second_win","685",FALSE,"right",0.5,"2","first_time",0.2125,"ct20",0,0.17,40,1,0,"Control","Control"
"2110",20,"second_win","417",FALSE,"right",0.5,"2","first_time",0.225,"ct20",0,0.17,40,1,0,"Control","Control"
"2111",21,"second_win","996",TRUE,"left",0,"1","first_time",0.225,"ct20",0,0.17,40,2,0,"Control","Control"
"2112",22,"second_win","551",FALSE,"right",0.5,"2","first_time",0.2375,"ct20",0,0.17,40,2,0,"Control","Control"
"2113",23,"second_win","616",FALSE,"right",0.5,"2","first_time",0.25,"ct20",0,0.17,40,2,0,"Control","Control"
"2114",24,"second_win","463",FALSE,"right",0.5,"2","first_time",0.2625,"ct20",0,0.17,40,2,0,"Control","Control"
"2115",25,"second_win","299",FALSE,"right",0.5,"2","first_time",0.275,"ct20",0,0.17,40,2,0,"Control","Control"
"2116",26,"second_win","432",FALSE,"right",0.5,"2","first_time",0.2875,"ct20",0,0.17,40,2,0,"Control","Control"
"2117",27,"second_win","453",FALSE,"right",0.5,"2","first_time",0.3,"ct20",0,0.17,40,2,0,"Control","Control"
"2118",28,"second_win","586",FALSE,"right",0.5,"2","first_time",0.3125,"ct20",0,0.17,40,2,0,"Control","Control"
"2119",29,"second_win","1149",FALSE,"right",0.5,"2","first_time",0.325,"ct20",0,0.17,40,2,0,"Control","Control"
"2120",30,"second_win","1581",FALSE,"right",0.5,"2","first_time",0.3375,"ct20",0,0.17,40,2,0,"Control","Control"
"2121",31,"second_win","704",FALSE,"right",0.5,"2","first_time",0.35,"ct20",0,0.17,40,2,0,"Control","Control"
"2122",32,"second_win","514",FALSE,"right",0.5,"2","first_time",0.3625,"ct20",0,0.17,40,2,0,"Control","Control"
"2123",33,"second_win","503",FALSE,"right",0.5,"2","first_time",0.375,"ct20",0,0.17,40,2,0,"Control","Control"
"2124",34,"second_win","411",FALSE,"right",0.5,"2","first_time",0.3875,"ct20",0,0.17,40,2,0,"Control","Control"
"2125",35,"second_win","363",FALSE,"right",0.5,"2","first_time",0.4,"ct20",0,0.17,40,2,0,"Control","Control"
"2126",36,"second_win","623",FALSE,"right",0.5,"2","first_time",0.4125,"ct20",0,0.17,40,2,0,"Control","Control"
"2127",37,"second_win","466",FALSE,"right",0.5,"2","first_time",0.425,"ct20",0,0.17,40,2,0,"Control","Control"
"2128",38,"second_win","482",FALSE,"right",0.5,"2","first_time",0.4375,"ct20",0,0.17,40,2,0,"Control","Control"
"2129",39,"second_win","517",FALSE,"right",0.5,"2","first_time",0.45,"ct20",0,0.17,40,2,0,"Control","Control"
"2130",40,"second_win","1352",FALSE,"right",0.5,"2","first_time",0.4625,"ct20",0,0.17,40,2,0,"Control","Control"
"2131",41,"second_win","588",FALSE,"right",0.5,"2","first_time",0.475,"ct20",0,0.17,40,3,0,"Control","Control"
"2132",42,"second_win","1696",FALSE,"right",0.5,"2","first_time",0.4875,"ct20",0,0.17,40,3,0,"Control","Control"
"2133",43,"second_win","611",FALSE,"right",0.5,"2","first_time",0.5,"ct20",0,0.17,40,3,0,"Control","Control"
"2134",44,"second_win","485",FALSE,"right",0.5,"2","first_time",0.5125,"ct20",0,0.17,40,3,0,"Control","Control"
"2135",45,"second_win","476",FALSE,"right",0.5,"2","first_time",0.525,"ct20",0,0.17,40,3,0,"Control","Control"
"2136",46,"second_win","414",FALSE,"right",0.5,"2","first_time",0.5375,"ct20",0,0.17,40,3,0,"Control","Control"
"2137",47,"second_win","390",FALSE,"right",0.5,"2","first_time",0.55,"ct20",0,0.17,40,3,0,"Control","Control"
"2138",48,"second_win","473",FALSE,"right",0.5,"2","first_time",0.5625,"ct20",0,0.17,40,3,0,"Control","Control"
"2139",49,"second_win","475",FALSE,"right",0.5,"2","first_time",0.575,"ct20",0,0.17,40,3,0,"Control","Control"
"2140",50,"second_win","305",FALSE,"right",0.5,"2","first_time",0.5875,"ct20",0,0.17,40,3,0,"Control","Control"
"2141",51,"second_win","693",FALSE,"right",0.5,"2","first_time",0.6,"ct20",0,0.17,40,3,0,"Control","Control"
"2142",52,"second_win","1033",FALSE,"right",0.5,"2","first_time",0.6125,"ct20",0,0.17,40,3,0,"Control","Control"
"2143",53,"second_win","749",FALSE,"right",0.5,"2","first_time",0.625,"ct20",0,0.17,40,3,0,"Control","Control"
"2144",54,"second_win","768",FALSE,"right",0.5,"2","first_time",0.6375,"ct20",0,0.17,40,3,0,"Control","Control"
"2145",55,"second_win","610",FALSE,"right",0.5,"2","first_time",0.65,"ct20",0,0.17,40,3,0,"Control","Control"
"2146",56,"second_win","1479",FALSE,"right",0.5,"2","first_time",0.6625,"ct20",0,0.17,40,3,0,"Control","Control"
"2147",57,"second_win","619",FALSE,"right",0.5,"2","first_time",0.675,"ct20",0,0.17,40,3,0,"Control","Control"
"2148",58,"second_win","671",FALSE,"right",0.5,"2","first_time",0.6875,"ct20",0,0.17,40,3,0,"Control","Control"
"2149",59,"second_win","434",FALSE,"right",0.5,"2","first_time",0.7,"ct20",0,0.17,40,3,0,"Control","Control"
"2150",60,"second_win","551",FALSE,"right",0.5,"2","first_time",0.7125,"ct20",0,0.17,40,3,0,"Control","Control"
"2151",61,"second_win","379",FALSE,"right",0.5,"2","first_time",0.725,"ct20",0,0.17,40,4,0,"Control","Control"
"2152",62,"second_win","536",FALSE,"right",0.5,"2","first_time",0.7375,"ct20",0,0.17,40,4,0,"Control","Control"
"2153",63,"second_win","459",FALSE,"right",0.5,"2","first_time",0.75,"ct20",0,0.17,40,4,0,"Control","Control"
"2154",64,"second_win","448",FALSE,"right",0.5,"2","first_time",0.7625,"ct20",0,0.17,40,4,0,"Control","Control"
"2155",65,"second_win","692",FALSE,"right",0.5,"2","first_time",0.775,"ct20",0,0.17,40,4,0,"Control","Control"
"2156",66,"second_win","344",FALSE,"right",0.5,"2","first_time",0.7875,"ct20",0,0.17,40,4,0,"Control","Control"
"2157",67,"second_win","445",FALSE,"right",0.5,"2","first_time",0.8,"ct20",0,0.17,40,4,0,"Control","Control"
"2158",68,"second_win","398",TRUE,"left",1,"1","first_time",0.825,"ct20",0,0.17,40,4,0,"Control","Control"
"2159",69,"second_win","849",TRUE,"left",1,"1","first_time",0.85,"ct20",0,0.17,40,4,1,"Control","Control"
"2160",70,"second_win","778",FALSE,"right",0.5,"2","first_time",0.8625,"ct20",0,0.17,40,4,1,"Control","Control"
"2161",71,"second_win","620",FALSE,"right",0.5,"2","first_time",0.875,"ct20",0,0.17,40,4,1,"Control","Control"
"2162",72,"second_win","1262",FALSE,"right",0.5,"2","first_time",0.8875,"ct20",0,0.17,40,4,1,"Control","Control"
"2163",73,"second_win","1699",FALSE,"right",0.5,"2","first_time",0.9,"ct20",0,0.17,40,4,1,"Control","Control"
"2164",74,"second_win","528",FALSE,"right",0.5,"2","first_time",0.9125,"ct20",0,0.17,40,4,1,"Control","Control"
"2165",75,"second_win","393",FALSE,"right",0.5,"2","first_time",0.925,"ct20",0,0.17,40,4,1,"Control","Control"
"2166",76,"second_win","413",FALSE,"right",0.5,"2","first_time",0.9375,"ct20",0,0.17,40,4,1,"Control","Control"
"2167",77,"second_win","416",FALSE,"right",0.5,"2","first_time",0.95,"ct20",0,0.17,40,4,1,"Control","Control"
"2168",78,"second_win","323",FALSE,"right",0.5,"2","first_time",0.9625,"ct20",0,0.17,40,4,1,"Control","Control"
"2169",79,"second_win","794",FALSE,"right",0.5,"2","first_time",0.975,"ct20",0,0.17,40,4,1,"Control","Control"
"2170",80,"second_win","686",FALSE,"right",0.5,"2","first_time",0.9875,"ct20",0,0.17,40,4,1,"Control","Control"
"2171",81,"second_win","643",TRUE,"left",1,"1","first_time",1.0125,"ct20",0,0.17,40,5,1,"Control","Control"
"2172",82,"second_win","727",TRUE,"left",1,"1","first_time",1.0375,"ct20",0,0.17,40,5,1,"Control","Control"
"2173",83,"second_win","666",FALSE,"right",0.5,"2","first_time",1.05,"ct20",0,0.17,40,5,1,"Control","Control"
"2174",84,"second_win","1039",FALSE,"right",0.5,"2","first_time",1.0625,"ct20",0,0.17,40,5,1,"Control","Control"
"2175",85,"second_win","902",FALSE,"right",0.5,"2","first_time",1.075,"ct20",0,0.17,40,5,1,"Control","Control"
"2176",86,"second_win","713",FALSE,"right",0.5,"2","first_time",1.0875,"ct20",0,0.17,40,5,1,"Control","Control"
"2177",87,"second_win","599",FALSE,"right",0.5,"2","first_time",1.1,"ct20",0,0.17,40,5,1,"Control","Control"
"2178",88,"second_win","378",FALSE,"right",0.5,"2","first_time",1.1125,"ct20",0,0.17,40,5,1,"Control","Control"
"2179",89,"second_win","590",FALSE,"right",0.5,"2","first_time",1.125,"ct20",0,0.17,40,5,1,"Control","Control"
"2180",90,"second_win","593",FALSE,"right",0.5,"2","first_time",1.1375,"ct20",0,0.17,40,5,1,"Control","Control"
"2181",91,"second_win","277",TRUE,"left",0,"1","first_time",1.1375,"ct20",0,0.17,40,5,1,"Control","Control"
"2182",92,"second_win","521",FALSE,"right",0.5,"2","first_time",1.15,"ct20",0,0.17,40,5,0,"Control","Control"
"2183",93,"second_win","512",FALSE,"right",0.5,"2","first_time",1.1625,"ct20",0,0.17,40,5,0,"Control","Control"
"2184",94,"second_win","708",FALSE,"right",0.5,"2","first_time",1.175,"ct20",0,0.17,40,5,0,"Control","Control"
"2185",95,"second_win","521",FALSE,"right",0.5,"2","first_time",1.1875,"ct20",0,0.17,40,5,0,"Control","Control"
"2186",96,"second_win","397",TRUE,"left",1,"1","first_time",1.2125,"ct20",0,0.17,40,5,0,"Control","Control"
"2187",97,"second_win","564",TRUE,"left",1,"1","first_time",1.2375,"ct20",0,0.17,40,5,1,"Control","Control"
"2188",98,"second_win","1736",TRUE,"left",1,"1","first_time",1.2625,"ct20",0,0.17,40,5,1,"Control","Control"
"2189",99,"second_win","844",TRUE,"left",1,"1","first_time",1.2875,"ct20",0,0.17,40,5,1,"Control","Control"
"2190",100,"second_win","693",TRUE,"left",1,"1","first_time",1.3125,"ct20",0,0.17,40,5,1,"Control","Control"
"2201",1,"first_win","854",FALSE,"left",0.5,"2","first_time",0.0125,"ct21",2.5,0.39,50,1,NA,"Control","Control"
"2202",2,"first_win","863",TRUE,"right",1,"4","first_time",0.0375,"ct21",2.5,0.39,50,1,NA,"Control","Control"
"2203",3,"first_win","394",TRUE,"right",0,"4","first_time",0.0375,"ct21",2.5,0.39,50,1,1,"Control","Control"
"2204",4,"first_win","235",FALSE,"left",0.5,"2","first_time",0.05,"ct21",2.5,0.39,50,1,0,"Control","Control"
"2205",5,"first_win","646",FALSE,"left",0.5,"2","first_time",0.0625,"ct21",2.5,0.39,50,1,0,"Control","Control"
"2206",6,"first_win","352",FALSE,"left",0.5,"2","first_time",0.075,"ct21",2.5,0.39,50,1,0,"Control","Control"
"2207",7,"first_win","441",TRUE,"right",1,"4","first_time",0.1,"ct21",2.5,0.39,50,1,0,"Control","Control"
"2208",8,"first_win","235",FALSE,"left",0.5,"2","first_time",0.1125,"ct21",2.5,0.39,50,1,1,"Control","Control"
"2209",9,"first_win","389",FALSE,"left",0.5,"2","first_time",0.125,"ct21",2.5,0.39,50,1,1,"Control","Control"
"2210",10,"first_win","378",TRUE,"right",0,"4","first_time",0.125,"ct21",2.5,0.39,50,1,1,"Control","Control"
"2211",11,"first_win","332",FALSE,"left",0.5,"2","first_time",0.1375,"ct21",2.5,0.39,50,1,0,"Control","Control"
"2212",12,"first_win","406",FALSE,"left",0.5,"2","first_time",0.15,"ct21",2.5,0.39,50,1,0,"Control","Control"
"2213",13,"first_win","990",TRUE,"right",1,"4","first_time",0.175,"ct21",2.5,0.39,50,1,0,"Control","Control"
"2214",14,"first_win","817",TRUE,"right",0,"4","first_time",0.175,"ct21",2.5,0.39,50,1,1,"Control","Control"
"2215",15,"first_win","2582",FALSE,"left",0.5,"2","first_time",0.1875,"ct21",2.5,0.39,50,1,0,"Control","Control"
"2216",16,"first_win","437",FALSE,"left",0.5,"2","first_time",0.2,"ct21",2.5,0.39,50,1,0,"Control","Control"
"2217",17,"first_win","1079",FALSE,"left",0.5,"2","first_time",0.2125,"ct21",2.5,0.39,50,1,0,"Control","Control"
"2218",18,"first_win","2255",TRUE,"right",0,"4","first_time",0.2125,"ct21",2.5,0.39,50,1,0,"Control","Control"
"2219",19,"first_win","2230",FALSE,"left",0.5,"2","first_time",0.225,"ct21",2.5,0.39,50,1,0,"Control","Control"
"2220",20,"first_win","2233",TRUE,"right",0,"4","first_time",0.225,"ct21",2.5,0.39,50,1,0,"Control","Control"
"2221",21,"first_win","796",FALSE,"left",0.5,"2","first_time",0.2375,"ct21",2.5,0.39,50,2,0,"Control","Control"
"2222",22,"first_win","1615",TRUE,"right",1,"4","first_time",0.2625,"ct21",2.5,0.39,50,2,0,"Control","Control"
"2223",23,"first_win","0",FALSE,"left",0.5,"2","first_time",0.275,"ct21",2.5,0.39,50,2,1,"Control","Control"
"2224",24,"first_win","1096",FALSE,"left",0.5,"2","first_time",0.2875,"ct21",2.5,0.39,50,2,1,"Control","Control"
"2225",25,"first_win","578",TRUE,"right",0,"4","first_time",0.2875,"ct21",2.5,0.39,50,2,1,"Control","Control"
"2226",26,"first_win","1314",FALSE,"left",0.5,"2","first_time",0.3,"ct21",2.5,0.39,50,2,0,"Control","Control"
"2227",27,"first_win","538",FALSE,"left",0.5,"2","first_time",0.3125,"ct21",2.5,0.39,50,2,0,"Control","Control"
"2228",28,"first_win","587",FALSE,"left",0.5,"2","first_time",0.325,"ct21",2.5,0.39,50,2,0,"Control","Control"
"2229",29,"first_win","1774",FALSE,"left",0.5,"2","first_time",0.3375,"ct21",2.5,0.39,50,2,0,"Control","Control"
"2230",30,"first_win","1665",FALSE,"left",0.5,"2","first_time",0.35,"ct21",2.5,0.39,50,2,0,"Control","Control"
"2231",31,"first_win","1348",TRUE,"right",0,"4","first_time",0.35,"ct21",2.5,0.39,50,2,0,"Control","Control"
"2232",32,"first_win","1294",FALSE,"left",0.5,"2","first_time",0.3625,"ct21",2.5,0.39,50,2,0,"Control","Control"
"2233",33,"first_win","1464",TRUE,"right",0,"4","first_time",0.3625,"ct21",2.5,0.39,50,2,0,"Control","Control"
"2234",34,"first_win","1026",FALSE,"left",0.5,"2","first_time",0.375,"ct21",2.5,0.39,50,2,0,"Control","Control"
"2235",35,"first_win","1979",TRUE,"right",0,"4","first_time",0.375,"ct21",2.5,0.39,50,2,0,"Control","Control"
"2236",36,"first_win","1827",FALSE,"left",0.5,"2","first_time",0.3875,"ct21",2.5,0.39,50,2,0,"Control","Control"
"2237",37,"first_win","379",FALSE,"left",0.5,"2","first_time",0.4,"ct21",2.5,0.39,50,2,0,"Control","Control"
"2238",38,"first_win","450",FALSE,"left",0.5,"2","first_time",0.4125,"ct21",2.5,0.39,50,2,0,"Control","Control"
"2239",39,"first_win","125",TRUE,"right",0,"4","first_time",0.4125,"ct21",2.5,0.39,50,2,0,"Control","Control"
"2240",40,"first_win","494",FALSE,"left",0.5,"2","first_time",0.425,"ct21",2.5,0.39,50,2,0,"Control","Control"
"2241",41,"first_win","797",FALSE,"left",0.5,"2","first_time",0.4375,"ct21",2.5,0.39,50,3,0,"Control","Control"
"2242",42,"first_win","480",FALSE,"left",0.5,"2","first_time",0.45,"ct21",2.5,0.39,50,3,0,"Control","Control"
"2243",43,"first_win","377",TRUE,"right",1,"4","first_time",0.475,"ct21",2.5,0.39,50,3,0,"Control","Control"
"2244",44,"first_win","352",TRUE,"right",1,"4","first_time",0.5,"ct21",2.5,0.39,50,3,1,"Control","Control"
"2245",45,"first_win","730",TRUE,"right",1,"4","first_time",0.525,"ct21",2.5,0.39,50,3,1,"Control","Control"
"2246",46,"first_win","548",TRUE,"right",1,"4","first_time",0.55,"ct21",2.5,0.39,50,3,1,"Control","Control"
"2247",47,"first_win","620",TRUE,"right",1,"4","first_time",0.575,"ct21",2.5,0.39,50,3,1,"Control","Control"
"2248",48,"first_win","355",FALSE,"left",0.5,"2","first_time",0.5875,"ct21",2.5,0.39,50,3,1,"Control","Control"
"2249",49,"first_win","647",FALSE,"left",0.5,"2","first_time",0.6,"ct21",2.5,0.39,50,3,1,"Control","Control"
"2250",50,"first_win","488",TRUE,"right",1,"4","first_time",0.625,"ct21",2.5,0.39,50,3,1,"Control","Control"
"2251",51,"first_win","407",FALSE,"left",0.5,"2","first_time",0.6375,"ct21",2.5,0.39,50,3,1,"Control","Control"
"2252",52,"first_win","374",TRUE,"right",0,"4","first_time",0.6375,"ct21",2.5,0.39,50,3,1,"Control","Control"
"2253",53,"first_win","343",FALSE,"left",0.5,"2","first_time",0.65,"ct21",2.5,0.39,50,3,0,"Control","Control"
