"","trial","outcome_condition","rt","chose_risky","key_pressed","reward","color","session","total_earned","participant","risk_first_to_mind","total_risk","judged_percent","block","last_risk","condition","experiment"
"649",99,"second_win","421",FALSE,"right",0.5,"2","first_time",1.2375,"ct06",2.5,0.387755102040816,30,5,1,"Control","Control"
"650",100,"second_win","262",FALSE,"right",0.5,"2","first_time",1.25,"ct06",2.5,0.387755102040816,30,5,1,"Control","Control"
"661",1,"first_win","-1",NA,NA,-1,NA,"first_time",0,"ct07",2.5,0.535353535353535,40,1,NA,"Control","Control"
"662",2,"first_win","936",TRUE,"left",1,"1","first_time",0.025,"ct07",2.5,0.535353535353535,40,1,NA,"Control","Control"
"663",3,"first_win","1362",FALSE,"right",0.5,"2","first_time",0.0375,"ct07",2.5,0.535353535353535,40,1,1,"Control","Control"
"664",4,"first_win","864",TRUE,"left",0,"1","first_time",0.0375,"ct07",2.5,0.535353535353535,40,1,1,"Control","Control"
"665",5,"first_win","932",TRUE,"left",1,"1","first_time",0.0625,"ct07",2.5,0.535353535353535,40,1,0,"Control","Control"
"666",6,"first_win","865",TRUE,"left",0,"1","first_time",0.0625,"ct07",2.5,0.535353535353535,40,1,1,"Control","Control"
"667",7,"first_win","823",TRUE,"left",0,"1","first_time",0.0625,"ct07",2.5,0.535353535353535,40,1,0,"Control","Control"
"668",8,"first_win","835",FALSE,"right",0.5,"2","first_time",0.075,"ct07",2.5,0.535353535353535,40,1,0,"Control","Control"
"669",9,"first_win","1141",TRUE,"left",1,"1","first_time",0.1,"ct07",2.5,0.535353535353535,40,1,0,"Control","Control"
"670",10,"first_win","951",FALSE,"right",0.5,"2","first_time",0.1125,"ct07",2.5,0.535353535353535,40,1,1,"Control","Control"
"671",11,"first_win","749",TRUE,"left",0,"1","first_time",0.1125,"ct07",2.5,0.535353535353535,40,1,1,"Control","Control"
"672",12,"first_win","995",TRUE,"left",1,"1","first_time",0.1375,"ct07",2.5,0.535353535353535,40,1,0,"Control","Control"
"673",13,"first_win","1132",FALSE,"right",0.5,"2","first_time",0.15,"ct07",2.5,0.535353535353535,40,1,1,"Control","Control"
"674",14,"first_win","526",FALSE,"right",0.5,"2","first_time",0.1625,"ct07",2.5,0.535353535353535,40,1,1,"Control","Control"
"675",15,"first_win","545",FALSE,"right",0.5,"2","first_time",0.175,"ct07",2.5,0.535353535353535,40,1,1,"Control","Control"
"676",16,"first_win","928",TRUE,"left",0,"1","first_time",0.175,"ct07",2.5,0.535353535353535,40,1,1,"Control","Control"
"677",17,"first_win","958",TRUE,"left",1,"1","first_time",0.2,"ct07",2.5,0.535353535353535,40,1,0,"Control","Control"
"678",18,"first_win","957",FALSE,"right",0.5,"2","first_time",0.2125,"ct07",2.5,0.535353535353535,40,1,1,"Control","Control"
"679",19,"first_win","806",TRUE,"left",0,"1","first_time",0.2125,"ct07",2.5,0.535353535353535,40,1,1,"Control","Control"
"680",20,"first_win","847",TRUE,"left",0,"1","first_time",0.2125,"ct07",2.5,0.535353535353535,40,1,0,"Control","Control"
"681",21,"first_win","1188",FALSE,"right",0.5,"2","first_time",0.225,"ct07",2.5,0.535353535353535,40,2,0,"Control","Control"
"682",22,"first_win","820",TRUE,"left",1,"1","first_time",0.25,"ct07",2.5,0.535353535353535,40,2,0,"Control","Control"
"683",23,"first_win","875",TRUE,"left",0,"1","first_time",0.25,"ct07",2.5,0.535353535353535,40,2,1,"Control","Control"
"684",24,"first_win","681",FALSE,"right",0.5,"2","first_time",0.2625,"ct07",2.5,0.535353535353535,40,2,0,"Control","Control"
"685",25,"first_win","930",FALSE,"right",0.5,"2","first_time",0.275,"ct07",2.5,0.535353535353535,40,2,0,"Control","Control"
"686",26,"first_win","1392",TRUE,"left",1,"1","first_time",0.3,"ct07",2.5,0.535353535353535,40,2,0,"Control","Control"
"687",27,"first_win","1135",FALSE,"right",0.5,"2","first_time",0.3125,"ct07",2.5,0.535353535353535,40,2,1,"Control","Control"
"688",28,"first_win","1619",FALSE,"right",0.5,"2","first_time",0.325,"ct07",2.5,0.535353535353535,40,2,1,"Control","Control"
"689",29,"first_win","742",TRUE,"left",0,"1","first_time",0.325,"ct07",2.5,0.535353535353535,40,2,1,"Control","Control"
"690",30,"first_win","1185",FALSE,"right",0.5,"2","first_time",0.3375,"ct07",2.5,0.535353535353535,40,2,0,"Control","Control"
"691",31,"first_win","503",FALSE,"right",0.5,"2","first_time",0.35,"ct07",2.5,0.535353535353535,40,2,0,"Control","Control"
"692",32,"first_win","446",TRUE,"left",1,"1","first_time",0.375,"ct07",2.5,0.535353535353535,40,2,0,"Control","Control"
"693",33,"first_win","855",TRUE,"left",0,"1","first_time",0.375,"ct07",2.5,0.535353535353535,40,2,1,"Control","Control"
"694",34,"first_win","645",TRUE,"left",1,"1","first_time",0.4,"ct07",2.5,0.535353535353535,40,2,0,"Control","Control"
"695",35,"first_win","956",FALSE,"right",0.5,"2","first_time",0.4125,"ct07",2.5,0.535353535353535,40,2,1,"Control","Control"
"696",36,"first_win","644",TRUE,"left",1,"1","first_time",0.4375,"ct07",2.5,0.535353535353535,40,2,1,"Control","Control"
"697",37,"first_win","1153",TRUE,"left",1,"1","first_time",0.4625,"ct07",2.5,0.535353535353535,40,2,1,"Control","Control"
"698",38,"first_win","808",FALSE,"right",0.5,"2","first_time",0.475,"ct07",2.5,0.535353535353535,40,2,1,"Control","Control"
"699",39,"first_win","738",TRUE,"left",0,"1","first_time",0.475,"ct07",2.5,0.535353535353535,40,2,1,"Control","Control"
"700",40,"first_win","631",TRUE,"left",1,"1","first_time",0.5,"ct07",2.5,0.535353535353535,40,2,0,"Control","Control"
"701",41,"first_win","1189",FALSE,"right",0.5,"2","first_time",0.5125,"ct07",2.5,0.535353535353535,40,3,1,"Control","Control"
"702",42,"first_win","832",TRUE,"left",0,"1","first_time",0.5125,"ct07",2.5,0.535353535353535,40,3,1,"Control","Control"
"703",43,"first_win","1415",TRUE,"left",0,"1","first_time",0.5125,"ct07",2.5,0.535353535353535,40,3,0,"Control","Control"
"704",44,"first_win","516",TRUE,"left",1,"1","first_time",0.5375,"ct07",2.5,0.535353535353535,40,3,0,"Control","Control"
"705",45,"first_win","826",TRUE,"left",1,"1","first_time",0.5625,"ct07",2.5,0.535353535353535,40,3,1,"Control","Control"
"706",46,"first_win","755",FALSE,"right",0.5,"2","first_time",0.575,"ct07",2.5,0.535353535353535,40,3,1,"Control","Control"
"707",47,"first_win","592",FALSE,"right",0.5,"2","first_time",0.5875,"ct07",2.5,0.535353535353535,40,3,1,"Control","Control"
"708",48,"first_win","834",TRUE,"left",0,"1","first_time",0.5875,"ct07",2.5,0.535353535353535,40,3,1,"Control","Control"
"709",49,"first_win","795",TRUE,"left",0,"1","first_time",0.5875,"ct07",2.5,0.535353535353535,40,3,0,"Control","Control"
"710",50,"first_win","629",TRUE,"left",0,"1","first_time",0.5875,"ct07",2.5,0.535353535353535,40,3,0,"Control","Control"
"711",51,"first_win","754",TRUE,"left",0,"1","first_time",0.5875,"ct07",2.5,0.535353535353535,40,3,0,"Control","Control"
"712",52,"first_win","695",FALSE,"right",0.5,"2","first_time",0.6,"ct07",2.5,0.535353535353535,40,3,0,"Control","Control"
"713",53,"first_win","446",FALSE,"right",0.5,"2","first_time",0.6125,"ct07",2.5,0.535353535353535,40,3,0,"Control","Control"
"714",54,"first_win","453",FALSE,"right",0.5,"2","first_time",0.625,"ct07",2.5,0.535353535353535,40,3,0,"Control","Control"
"715",55,"first_win","611",FALSE,"right",0.5,"2","first_time",0.6375,"ct07",2.5,0.535353535353535,40,3,0,"Control","Control"
"716",56,"first_win","264",TRUE,"left",1,"1","first_time",0.6625,"ct07",2.5,0.535353535353535,40,3,0,"Control","Control"
"717",57,"first_win","440",FALSE,"right",0.5,"2","first_time",0.675,"ct07",2.5,0.535353535353535,40,3,1,"Control","Control"
"718",58,"first_win","518",FALSE,"right",0.5,"2","first_time",0.6875,"ct07",2.5,0.535353535353535,40,3,1,"Control","Control"
"719",59,"first_win","446",TRUE,"left",0,"1","first_time",0.6875,"ct07",2.5,0.535353535353535,40,3,1,"Control","Control"
"720",60,"first_win","1502",TRUE,"left",0,"1","first_time",0.6875,"ct07",2.5,0.535353535353535,40,3,0,"Control","Control"
"721",61,"first_win","284",FALSE,"right",0.5,"2","first_time",0.7,"ct07",2.5,0.535353535353535,40,4,0,"Control","Control"
"722",62,"first_win","454",FALSE,"right",0.5,"2","first_time",0.7125,"ct07",2.5,0.535353535353535,40,4,0,"Control","Control"
"723",63,"first_win","319",FALSE,"right",0.5,"2","first_time",0.725,"ct07",2.5,0.535353535353535,40,4,0,"Control","Control"
"724",64,"first_win","607",TRUE,"left",1,"1","first_time",0.75,"ct07",2.5,0.535353535353535,40,4,0,"Control","Control"
"725",65,"first_win","61",FALSE,"right",0.5,"2","first_time",0.7625,"ct07",2.5,0.535353535353535,40,4,1,"Control","Control"
"726",66,"first_win","0",TRUE,"left",1,"1","first_time",0.7875,"ct07",2.5,0.535353535353535,40,4,1,"Control","Control"
"727",67,"first_win","225",FALSE,"right",0.5,"2","first_time",0.8,"ct07",2.5,0.535353535353535,40,4,1,"Control","Control"
"728",68,"first_win","429",FALSE,"right",0.5,"2","first_time",0.8125,"ct07",2.5,0.535353535353535,40,4,1,"Control","Control"
"729",69,"first_win","227",TRUE,"left",1,"1","first_time",0.8375,"ct07",2.5,0.535353535353535,40,4,1,"Control","Control"
"730",70,"first_win","676",TRUE,"left",1,"1","first_time",0.8625,"ct07",2.5,0.535353535353535,40,4,1,"Control","Control"
"731",71,"first_win","515",FALSE,"right",0.5,"2","first_time",0.875,"ct07",2.5,0.535353535353535,40,4,1,"Control","Control"
"732",72,"first_win","482",FALSE,"right",0.5,"2","first_time",0.8875,"ct07",2.5,0.535353535353535,40,4,1,"Control","Control"
"733",73,"first_win","381",TRUE,"left",1,"1","first_time",0.9125,"ct07",2.5,0.535353535353535,40,4,1,"Control","Control"
"734",74,"first_win","1039",TRUE,"left",1,"1","first_time",0.9375,"ct07",2.5,0.535353535353535,40,4,1,"Control","Control"
"735",75,"first_win","455",FALSE,"right",0.5,"2","first_time",0.95,"ct07",2.5,0.535353535353535,40,4,1,"Control","Control"
"736",76,"first_win","1154",TRUE,"left",0,"1","first_time",0.95,"ct07",2.5,0.535353535353535,40,4,1,"Control","Control"
"737",77,"first_win","817",TRUE,"left",1,"1","first_time",0.975,"ct07",2.5,0.535353535353535,40,4,0,"Control","Control"
"738",78,"first_win","222",FALSE,"right",0.5,"2","first_time",0.9875,"ct07",2.5,0.535353535353535,40,4,1,"Control","Control"
"739",79,"first_win","407",FALSE,"right",0.5,"2","first_time",1,"ct07",2.5,0.535353535353535,40,4,1,"Control","Control"
"740",80,"first_win","488",TRUE,"left",0,"1","first_time",1,"ct07",2.5,0.535353535353535,40,4,1,"Control","Control"
"741",81,"first_win","638",TRUE,"left",0,"1","first_time",1,"ct07",2.5,0.535353535353535,40,5,0,"Control","Control"
"742",82,"first_win","307",FALSE,"right",0.5,"2","first_time",1.0125,"ct07",2.5,0.535353535353535,40,5,0,"Control","Control"
"743",83,"first_win","949",TRUE,"left",1,"1","first_time",1.0375,"ct07",2.5,0.535353535353535,40,5,0,"Control","Control"
"744",84,"first_win","667",TRUE,"left",1,"1","first_time",1.0625,"ct07",2.5,0.535353535353535,40,5,1,"Control","Control"
"745",85,"first_win","411",FALSE,"right",0.5,"2","first_time",1.075,"ct07",2.5,0.535353535353535,40,5,1,"Control","Control"
"746",86,"first_win","689",TRUE,"left",1,"1","first_time",1.1,"ct07",2.5,0.535353535353535,40,5,1,"Control","Control"
"747",87,"first_win","419",FALSE,"right",0.5,"2","first_time",1.1125,"ct07",2.5,0.535353535353535,40,5,1,"Control","Control"
"748",88,"first_win","452",FALSE,"right",0.5,"2","first_time",1.125,"ct07",2.5,0.535353535353535,40,5,1,"Control","Control"
"749",89,"first_win","447",FALSE,"right",0.5,"2","first_time",1.1375,"ct07",2.5,0.535353535353535,40,5,1,"Control","Control"
"750",90,"first_win","536",TRUE,"left",1,"1","first_time",1.1625,"ct07",2.5,0.535353535353535,40,5,1,"Control","Control"
"751",91,"first_win","722",TRUE,"left",1,"1","first_time",1.1875,"ct07",2.5,0.535353535353535,40,5,1,"Control","Control"
"752",92,"first_win","374",FALSE,"right",0.5,"2","first_time",1.2,"ct07",2.5,0.535353535353535,40,5,1,"Control","Control"
"753",93,"first_win","448",TRUE,"left",1,"1","first_time",1.225,"ct07",2.5,0.535353535353535,40,5,1,"Control","Control"
"754",94,"first_win","394",FALSE,"right",0.5,"2","first_time",1.2375,"ct07",2.5,0.535353535353535,40,5,1,"Control","Control"
"755",95,"first_win","503",FALSE,"right",0.5,"2","first_time",1.25,"ct07",2.5,0.535353535353535,40,5,1,"Control","Control"
"756",96,"first_win","614",TRUE,"left",1,"1","first_time",1.275,"ct07",2.5,0.535353535353535,40,5,1,"Control","Control"
"757",97,"first_win","1021",TRUE,"left",0,"1","first_time",1.275,"ct07",2.5,0.535353535353535,40,5,1,"Control","Control"
"758",98,"first_win","886",TRUE,"left",1,"1","first_time",1.3,"ct07",2.5,0.535353535353535,40,5,0,"Control","Control"
"759",99,"first_win","696",FALSE,"right",0.5,"2","first_time",1.3125,"ct07",2.5,0.535353535353535,40,5,1,"Control","Control"
"760",100,"first_win","763",FALSE,"right",0.5,"2","first_time",1.325,"ct07",2.5,0.535353535353535,40,5,1,"Control","Control"
"771",1,"second_win","3347",TRUE,"left",0,"1","first_time",0,"ct08",2.5,0.785714285714286,60,1,NA,"Control","Control"
"772",2,"second_win","1596",TRUE,"left",1,"1","first_time",0.025,"ct08",2.5,0.785714285714286,60,1,0,"Control","Control"
"773",3,"second_win","745",TRUE,"left",0,"1","first_time",0.025,"ct08",2.5,0.785714285714286,60,1,1,"Control","Control"
"774",4,"second_win","338",TRUE,"left",1,"1","first_time",0.05,"ct08",2.5,0.785714285714286,60,1,0,"Control","Control"
"775",5,"second_win","389",TRUE,"left",1,"1","first_time",0.075,"ct08",2.5,0.785714285714286,60,1,1,"Control","Control"
"776",6,"second_win","409",TRUE,"left",0,"1","first_time",0.075,"ct08",2.5,0.785714285714286,60,1,1,"Control","Control"
"777",7,"second_win","283",TRUE,"left",0,"1","first_time",0.075,"ct08",2.5,0.785714285714286,60,1,0,"Control","Control"
"778",8,"second_win","322",TRUE,"left",0,"1","first_time",0.075,"ct08",2.5,0.785714285714286,60,1,0,"Control","Control"
"779",9,"second_win","187",TRUE,"left",0,"1","first_time",0.075,"ct08",2.5,0.785714285714286,60,1,0,"Control","Control"
"780",10,"second_win","828",TRUE,"left",0,"1","first_time",0.075,"ct08",2.5,0.785714285714286,60,1,0,"Control","Control"
"781",11,"second_win","602",TRUE,"left",0,"1","first_time",0.075,"ct08",2.5,0.785714285714286,60,1,0,"Control","Control"
"782",12,"second_win","-1",NA,NA,-1,NA,"first_time",0.075,"ct08",2.5,0.785714285714286,60,1,0,"Control","Control"
"783",13,"second_win","1271",FALSE,"right",0.5,"2","first_time",0.0875,"ct08",2.5,0.785714285714286,60,1,0,"Control","Control"
"784",14,"second_win","1080",TRUE,"left",0,"1","first_time",0.0875,"ct08",2.5,0.785714285714286,60,1,0,"Control","Control"
"785",15,"second_win","2553",TRUE,"left",0,"1","first_time",0.0875,"ct08",2.5,0.785714285714286,60,1,0,"Control","Control"
"786",16,"second_win","1532",FALSE,"right",0.5,"2","first_time",0.1,"ct08",2.5,0.785714285714286,60,1,0,"Control","Control"
"787",17,"second_win","1116",TRUE,"left",1,"1","first_time",0.125,"ct08",2.5,0.785714285714286,60,1,0,"Control","Control"
"788",18,"second_win","380",FALSE,"right",0.5,"2","first_time",0.1375,"ct08",2.5,0.785714285714286,60,1,1,"Control","Control"
"789",19,"second_win","208",TRUE,"left",1,"1","first_time",0.1625,"ct08",2.5,0.785714285714286,60,1,1,"Control","Control"
"790",20,"second_win","387",FALSE,"right",0.5,"2","first_time",0.175,"ct08",2.5,0.785714285714286,60,1,1,"Control","Control"
"791",21,"second_win","277",TRUE,"left",1,"1","first_time",0.2,"ct08",2.5,0.785714285714286,60,2,1,"Control","Control"
"792",22,"second_win","89",FALSE,"right",0.5,"2","first_time",0.2125,"ct08",2.5,0.785714285714286,60,2,1,"Control","Control"
"793",23,"second_win","315",TRUE,"left",1,"1","first_time",0.2375,"ct08",2.5,0.785714285714286,60,2,1,"Control","Control"
"794",24,"second_win","349",FALSE,"right",0.5,"2","first_time",0.25,"ct08",2.5,0.785714285714286,60,2,1,"Control","Control"
"795",25,"second_win","17",TRUE,"left",1,"1","first_time",0.275,"ct08",2.5,0.785714285714286,60,2,1,"Control","Control"
"796",26,"second_win","53",FALSE,"right",0.5,"2","first_time",0.2875,"ct08",2.5,0.785714285714286,60,2,1,"Control","Control"
"797",27,"second_win","416",TRUE,"left",0,"1","first_time",0.2875,"ct08",2.5,0.785714285714286,60,2,1,"Control","Control"
"798",28,"second_win","531",TRUE,"left",1,"1","first_time",0.3125,"ct08",2.5,0.785714285714286,60,2,0,"Control","Control"
"799",29,"second_win","407",FALSE,"right",0.5,"2","first_time",0.325,"ct08",2.5,0.785714285714286,60,2,1,"Control","Control"
"800",30,"second_win","169",TRUE,"left",0,"1","first_time",0.325,"ct08",2.5,0.785714285714286,60,2,1,"Control","Control"
"801",31,"second_win","11",TRUE,"left",1,"1","first_time",0.35,"ct08",2.5,0.785714285714286,60,2,0,"Control","Control"
"802",32,"second_win","303",FALSE,"right",0.5,"2","first_time",0.3625,"ct08",2.5,0.785714285714286,60,2,1,"Control","Control"
"803",33,"second_win","1",TRUE,"left",1,"1","first_time",0.3875,"ct08",2.5,0.785714285714286,60,2,1,"Control","Control"
"804",34,"second_win","83",FALSE,"right",0.5,"2","first_time",0.4,"ct08",2.5,0.785714285714286,60,2,1,"Control","Control"
"805",35,"second_win","245",FALSE,"right",0.5,"2","first_time",0.4125,"ct08",2.5,0.785714285714286,60,2,1,"Control","Control"
"806",36,"second_win","234",FALSE,"right",0.5,"2","first_time",0.425,"ct08",2.5,0.785714285714286,60,2,1,"Control","Control"
"807",37,"second_win","829",FALSE,"right",0.5,"2","first_time",0.4375,"ct08",2.5,0.785714285714286,60,2,1,"Control","Control"
"808",38,"second_win","623",FALSE,"right",0.5,"2","first_time",0.45,"ct08",2.5,0.785714285714286,60,2,1,"Control","Control"
"809",39,"second_win","-1",NA,NA,-1,NA,"first_time",0.45,"ct08",2.5,0.785714285714286,60,2,1,"Control","Control"
"810",40,"second_win","701",FALSE,"right",0.5,"2","first_time",0.4625,"ct08",2.5,0.785714285714286,60,2,1,"Control","Control"
"811",41,"second_win","751",FALSE,"right",0.5,"2","first_time",0.475,"ct08",2.5,0.785714285714286,60,3,1,"Control","Control"
"812",42,"second_win","257",FALSE,"right",0.5,"2","first_time",0.4875,"ct08",2.5,0.785714285714286,60,3,1,"Control","Control"
"813",43,"second_win","259",TRUE,"left",0,"1","first_time",0.4875,"ct08",2.5,0.785714285714286,60,3,1,"Control","Control"
"814",44,"second_win","2998",TRUE,"left",1,"1","first_time",0.5125,"ct08",2.5,0.785714285714286,60,3,0,"Control","Control"
"815",45,"second_win","250",TRUE,"left",0,"1","first_time",0.5125,"ct08",2.5,0.785714285714286,60,3,1,"Control","Control"
"816",46,"second_win","14",TRUE,"left",0,"1","first_time",0.5125,"ct08",2.5,0.785714285714286,60,3,0,"Control","Control"
"817",47,"second_win","2016",FALSE,"right",0.5,"2","first_time",0.525,"ct08",2.5,0.785714285714286,60,3,0,"Control","Control"
"818",48,"second_win","626",TRUE,"left",1,"1","first_time",0.55,"ct08",2.5,0.785714285714286,60,3,0,"Control","Control"
"819",49,"second_win","788",TRUE,"left",0,"1","first_time",0.55,"ct08",2.5,0.785714285714286,60,3,1,"Control","Control"
"820",50,"second_win","264",FALSE,"right",0.5,"2","first_time",0.5625,"ct08",2.5,0.785714285714286,60,3,0,"Control","Control"
"821",51,"second_win","74",TRUE,"left",0,"1","first_time",0.5625,"ct08",2.5,0.785714285714286,60,3,0,"Control","Control"
"822",52,"second_win","57",TRUE,"left",1,"1","first_time",0.5875,"ct08",2.5,0.785714285714286,60,3,0,"Control","Control"
"823",53,"second_win","1468",TRUE,"left",1,"1","first_time",0.6125,"ct08",2.5,0.785714285714286,60,3,1,"Control","Control"
"824",54,"second_win","287",TRUE,"left",0,"1","first_time",0.6125,"ct08",2.5,0.785714285714286,60,3,1,"Control","Control"
"825",55,"second_win","2289",TRUE,"left",0,"1","first_time",0.6125,"ct08",2.5,0.785714285714286,60,3,0,"Control","Control"
"826",56,"second_win","2165",TRUE,"left",0,"1","first_time",0.6125,"ct08",2.5,0.785714285714286,60,3,0,"Control","Control"
"827",57,"second_win","2262",TRUE,"left",0,"1","first_time",0.6125,"ct08",2.5,0.785714285714286,60,3,0,"Control","Control"
"828",58,"second_win","839",FALSE,"right",0.5,"2","first_time",0.625,"ct08",2.5,0.785714285714286,60,3,0,"Control","Control"
"829",59,"second_win","3480",TRUE,"left",0,"1","first_time",0.625,"ct08",2.5,0.785714285714286,60,3,0,"Control","Control"
"830",60,"second_win","936",FALSE,"right",0.5,"2","first_time",0.6375,"ct08",2.5,0.785714285714286,60,3,0,"Control","Control"
"831",61,"second_win","1396",TRUE,"left",1,"1","first_time",0.6625,"ct08",2.5,0.785714285714286,60,4,0,"Control","Control"
"832",62,"second_win","1431",TRUE,"left",1,"1","first_time",0.6875,"ct08",2.5,0.785714285714286,60,4,1,"Control","Control"
"833",63,"second_win","235",TRUE,"left",0,"1","first_time",0.6875,"ct08",2.5,0.785714285714286,60,4,1,"Control","Control"
"834",64,"second_win","174",TRUE,"left",1,"1","first_time",0.7125,"ct08",2.5,0.785714285714286,60,4,0,"Control","Control"
"835",65,"second_win","319",TRUE,"left",0,"1","first_time",0.7125,"ct08",2.5,0.785714285714286,60,4,1,"Control","Control"
"836",66,"second_win","305",TRUE,"left",1,"1","first_time",0.7375,"ct08",2.5,0.785714285714286,60,4,0,"Control","Control"
"837",67,"second_win","291",TRUE,"left",0,"1","first_time",0.7375,"ct08",2.5,0.785714285714286,60,4,1,"Control","Control"
"838",68,"second_win","199",TRUE,"left",1,"1","first_time",0.7625,"ct08",2.5,0.785714285714286,60,4,0,"Control","Control"
"839",69,"second_win","0",TRUE,"left",1,"1","first_time",0.7875,"ct08",2.5,0.785714285714286,60,4,1,"Control","Control"
"840",70,"second_win","162",TRUE,"left",0,"1","first_time",0.7875,"ct08",2.5,0.785714285714286,60,4,1,"Control","Control"
"841",71,"second_win","595",TRUE,"left",1,"1","first_time",0.8125,"ct08",2.5,0.785714285714286,60,4,0,"Control","Control"
"842",72,"second_win","17",TRUE,"left",1,"1","first_time",0.8375,"ct08",2.5,0.785714285714286,60,4,1,"Control","Control"
"843",73,"second_win","1893",TRUE,"left",1,"1","first_time",0.8625,"ct08",2.5,0.785714285714286,60,4,1,"Control","Control"
"844",74,"second_win","1",TRUE,"left",0,"1","first_time",0.8625,"ct08",2.5,0.785714285714286,60,4,1,"Control","Control"
"845",75,"second_win","169",TRUE,"left",1,"1","first_time",0.8875,"ct08",2.5,0.785714285714286,60,4,0,"Control","Control"
"846",76,"second_win","25",TRUE,"left",0,"1","first_time",0.8875,"ct08",2.5,0.785714285714286,60,4,1,"Control","Control"
"847",77,"second_win","0",TRUE,"left",1,"1","first_time",0.9125,"ct08",2.5,0.785714285714286,60,4,0,"Control","Control"
"848",78,"second_win","427",TRUE,"left",0,"1","first_time",0.9125,"ct08",2.5,0.785714285714286,60,4,1,"Control","Control"
"849",79,"second_win","123",TRUE,"left",1,"1","first_time",0.9375,"ct08",2.5,0.785714285714286,60,4,0,"Control","Control"
"850",80,"second_win","224",TRUE,"left",0,"1","first_time",0.9375,"ct08",2.5,0.785714285714286,60,4,1,"Control","Control"
"851",81,"second_win","193",TRUE,"left",1,"1","first_time",0.9625,"ct08",2.5,0.785714285714286,60,5,0,"Control","Control"
"852",82,"second_win","0",TRUE,"left",1,"1","first_time",0.9875,"ct08",2.5,0.785714285714286,60,5,1,"Control","Control"
"853",83,"second_win","248",TRUE,"left",1,"1","first_time",1.0125,"ct08",2.5,0.785714285714286,60,5,1,"Control","Control"
"854",84,"second_win","423",TRUE,"left",0,"1","first_time",1.0125,"ct08",2.5,0.785714285714286,60,5,1,"Control","Control"
"855",85,"second_win","281",TRUE,"left",0,"1","first_time",1.0125,"ct08",2.5,0.785714285714286,60,5,0,"Control","Control"
"856",86,"second_win","223",TRUE,"left",0,"1","first_time",1.0125,"ct08",2.5,0.785714285714286,60,5,0,"Control","Control"
"857",87,"second_win","113",TRUE,"left",1,"1","first_time",1.0375,"ct08",2.5,0.785714285714286,60,5,0,"Control","Control"
"858",88,"second_win","277",TRUE,"left",1,"1","first_time",1.0625,"ct08",2.5,0.785714285714286,60,5,1,"Control","Control"
"859",89,"second_win","247",TRUE,"left",1,"1","first_time",1.0875,"ct08",2.5,0.785714285714286,60,5,1,"Control","Control"
"860",90,"second_win","410",TRUE,"left",1,"1","first_time",1.1125,"ct08",2.5,0.785714285714286,60,5,1,"Control","Control"
"861",91,"second_win","29",TRUE,"left",1,"1","first_time",1.1375,"ct08",2.5,0.785714285714286,60,5,1,"Control","Control"
"862",92,"second_win","574",TRUE,"left",1,"1","first_time",1.1625,"ct08",2.5,0.785714285714286,60,5,1,"Control","Control"
"863",93,"second_win","50",TRUE,"left",0,"1","first_time",1.1625,"ct08",2.5,0.785714285714286,60,5,1,"Control","Control"
"864",94,"second_win","1",TRUE,"left",1,"1","first_time",1.1875,"ct08",2.5,0.785714285714286,60,5,0,"Control","Control"
"865",95,"second_win","392",TRUE,"left",0,"1","first_time",1.1875,"ct08",2.5,0.785714285714286,60,5,1,"Control","Control"
"866",96,"second_win","40",TRUE,"left",0,"1","first_time",1.1875,"ct08",2.5,0.785714285714286,60,5,0,"Control","Control"
"867",97,"second_win","794",TRUE,"left",0,"1","first_time",1.1875,"ct08",2.5,0.785714285714286,60,5,0,"Control","Control"
"868",98,"second_win","77",TRUE,"left",0,"1","first_time",1.1875,"ct08",2.5,0.785714285714286,60,5,0,"Control","Control"
"869",99,"second_win","174",TRUE,"left",1,"1","first_time",1.2125,"ct08",2.5,0.785714285714286,60,5,0,"Control","Control"
"870",100,"second_win","0",TRUE,"left",0,"1","first_time",1.2125,"ct08",2.5,0.785714285714286,60,5,1,"Control","Control"
"881",1,"second_win","1454",TRUE,"right",0,"4","first_time",0,"ct09",0,0.38,0,1,NA,"Control","Control"
"882",2,"second_win","906",FALSE,"left",0.5,"3","first_time",0.0125,"ct09",0,0.38,0,1,0,"Control","Control"
"883",3,"second_win","1159",TRUE,"right",1,"4","first_time",0.0375,"ct09",0,0.38,0,1,0,"Control","Control"
"884",4,"second_win","857",FALSE,"left",0.5,"3","first_time",0.05,"ct09",0,0.38,0,1,1,"Control","Control"
"885",5,"second_win","666",FALSE,"left",0.5,"3","first_time",0.0625,"ct09",0,0.38,0,1,1,"Control","Control"
"886",6,"second_win","189",TRUE,"right",0,"4","first_time",0.0625,"ct09",0,0.38,0,1,1,"Control","Control"
"887",7,"second_win","292",TRUE,"right",1,"4","first_time",0.0875,"ct09",0,0.38,0,1,0,"Control","Control"
"888",8,"second_win","822",TRUE,"right",0,"4","first_time",0.0875,"ct09",0,0.38,0,1,1,"Control","Control"
"889",9,"second_win","294",TRUE,"right",0,"4","first_time",0.0875,"ct09",0,0.38,0,1,0,"Control","Control"
"890",10,"second_win","321",TRUE,"right",0,"4","first_time",0.0875,"ct09",0,0.38,0,1,0,"Control","Control"
"891",11,"second_win","324",FALSE,"left",0.5,"3","first_time",0.1,"ct09",0,0.38,0,1,0,"Control","Control"
